"samplingProtocol","year","custom_cycle","custom_unitCode","custom_plantCommunity","custom_samplingFrame","custom_transectType","custom_transectNumber","decimalLatitude","decimalLongitude","geodeticDatum","Date","recordedBy","eventRemarks","custom_segment","occurrenceRemarks","custom_coverClass","custom_dead","custom_cf","identificationQualifier","custom_speciesCode","scientificName","vernacularName","custom_lifeForm","establishmentMeans","custom_certified","custom_certifiedBy","custom_certifiedDate","eventID","locationID"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","1",19.386043,-155.229628,"EPSG: 4326","2010-11-15","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104121500-709037899.971008","20110104121020-533424019.813538"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"260 - 280",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"260 - 280",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"260 - 280",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"260 - 280",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"280 - 300",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"280 - 300",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"300 - 320",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"300 - 320",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"300 - 320",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"320 - 340",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"320 - 340",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"320 - 340",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"320 - 340",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"320 - 340",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"340 - 360",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"340 - 360",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"340 - 360",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"340 - 360",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"360 - 380",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"360 - 380",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"360 - 380",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"360 - 380",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"380 - 400",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"380 - 400",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"400 - 420",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"400 - 420",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"400 - 420",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"420 - 440",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"440 - 460",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"460 - 480",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"460 - 480",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"480 - 500",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"480 - 500",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"0 - 20",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"60 - 80",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"100 - 120",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"100 - 120",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"140 - 160",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"140 - 160",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"160 - 180",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"160 - 180",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"160 - 180",NA,"1",0,0,NA,"HOLLAN","Holcus lanatus","common velvet grass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"180 - 200",NA,"1",0,0,NA,"ANTODO","Anthoxanthum odoratum","sweet vernalgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","27",19.347109,-155.526764,"EPSG: 4326","2016-05-03","Jake Gross | Mark Wasser",NA,"180 - 200",NA,"1",0,0,NA,"HYPRAD1","Hypochaeris radicata","hairy cat's ear","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160518102053-694607496.261597","20160518101859-174484074.115753"
